bibtex_key;title;author;journal;year;source;pages;volume;abstract;document_type;doi;url;affiliation;author_keywords;keywords;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
ANTONOPOULOS2020109899;Artificial intelligence and machine learning approaches to energy demand-side response: A systematic review;Ioannis Antonopoulos and Valentin Robu and Benoit Couraud and Desen Kirli and Sonam Norbu and Aristides Kiprakis and David Flynn and Sergio Elizondo-Gonzalez and Steve Wattam;Renewable and Sustainable Energy Reviews;2020;Science@Direct;109899;130;;article;https://doi.org/10.1016/j.rser.2020.109899;http://www.sciencedirect.com/science/article/pii/S136403212030191X;;;Artificial intelligence, Machine learning, Artificial neural networks, Nature-inspired intelligence, Multi-agent systems, Demand response, Power systems;;1364-0321;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
YANG2018202;An evidential reasoning-based decision support system for handling customer complaints in mobile telecommunications;Ying Yang and Dong-Ling Xu and Jian-Bo Yang and Yu-Wang Chen;Knowledge-Based Systems;2018;Science@Direct;202 - 210;162;;article;https://doi.org/10.1016/j.knosys.2018.09.029;http://www.sciencedirect.com/science/article/pii/S0950705118304805;;;Decision support system, Customer complaint handling, Evidential reasoning rule, Classification, Mobile telecommunications;;0950-7051;;Special Issue on intelligent decision-making and consensus under uncertainty in inconsistent and dynamic environments;;44069,72066;44069,72066;sobreiro;;Unclassified;
DIEZPASTOR201596;Random Balance: Ensembles of variable priors classifiers for imbalanced data;José F. Díez-Pastor and Juan J. Rodríguez and César García-Osorio and Ludmila I. Kuncheva;Knowledge-Based Systems;2015;Science@Direct;96 - 111;85;;article;https://doi.org/10.1016/j.knosys.2015.04.022;http://www.sciencedirect.com/science/article/pii/S0950705115001720;;;Classifier ensembles, Imbalanced data sets, Bagging, AdaBoost, SMOTE, Undersampling;;0950-7051;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
QIAO2020100;Deep learning based software defect prediction;Lei Qiao and Xuesong Li and Qasim Umer and Ping Guo;Neurocomputing;2020;Science@Direct;100 - 110;385;;article;https://doi.org/10.1016/j.neucom.2019.11.067;http://www.sciencedirect.com/science/article/pii/S0925231219316698;;;Software defect prediction, Deep learning, Software quality, Software metrics, Robustness evaluation;;0925-2312;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
FRANCE2019456;Marketing analytics: Methods, practice, implementation, and links to other fields;Stephen L. France and Sanjoy Ghose;Expert Systems with Applications;2019;Science@Direct;456 - 475;119;;article;https://doi.org/10.1016/j.eswa.2018.11.002;http://www.sciencedirect.com/science/article/pii/S095741741830722X;;;Analytics, Prediction, Marketing, Visualization, Segmentation, Data mining;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
PACHECO2020107213;A framework to classify heterogeneous Internet traffic with Machine Learning and Deep Learning techniques for satellite communications;Fannia Pacheco and Ernesto Exposito and Mathieu Gineste;Computer Networks;2020;Science@Direct;107213;173;;article;https://doi.org/10.1016/j.comnet.2020.107213;http://www.sciencedirect.com/science/article/pii/S1389128619313544;;;Internet traffic classification, Machine learning, Satellite communications, QoS Management, Encrypted traffic;;1389-1286;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
HAIXIANG2017220;Learning from class-imbalanced data: Review of methods and applications;Guo Haixiang and Li Yijing and Jennifer Shang and Gu Mingyun and Huang Yuanyue and Gong Bing;Expert Systems with Applications;2017;Science@Direct;220 - 239;73;;article;https://doi.org/10.1016/j.eswa.2016.12.035;http://www.sciencedirect.com/science/article/pii/S0957417416307175;;;Rare events, Imbalanced data, Machine learning, Data mining;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
CHEN20117451;Optimal selection of potential customer range through the union sequential pattern by using a response model;Wen-Chin Chen and Chiun-Chieh Hsu and Jing-Ning Hsu;Expert Systems with Applications;2011;Science@Direct;7451 - 7461;38;;article;https://doi.org/10.1016/j.eswa.2010.12.078;http://www.sciencedirect.com/science/article/pii/S0957417410014417;;;Response model, Union sequential pattern, Classification algorithm, Support vector machine, Logistic regression;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
WANG201887;Leveraging deep learning with LDA-based text analytics to detect automobile insurance fraud;Yibo Wang and Wei Xu;Decision Support Systems;2018;Science@Direct;87 - 95;105;;article;https://doi.org/10.1016/j.dss.2017.11.001;http://www.sciencedirect.com/science/article/pii/S0167923617302130;;;Insurance fraud, Fraud detection, Text analytics, Topic modeling, Deep learning;;0167-9236;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
ESTEVEZ2006337;Subscription fraud prevention in telecommunications using fuzzy rules and neural networks;Pablo A. Estévez and Claudio M. Held and Claudio A. Perez;Expert Systems with Applications;2006;Science@Direct;337 - 344;31;;article;https://doi.org/10.1016/j.eswa.2005.09.028;http://www.sciencedirect.com/science/article/pii/S0957417405002204;;;Fraud prevention, Fraud detection, Subscription fraud, Neural networks, Fuzzy rules;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
NISBET2018169;Chapter 9 - Classification;Robert Nisbet and Gary Miner and Ken Yale;;2018;Science@Direct;169 - 186;;;incollection;https://doi.org/10.1016/B978-0-12-416632-5.00009-8;http://www.sciencedirect.com/science/article/pii/B9780124166325000098;;;What is classification?, Initial operations in classification, Major issues with classification, Assumptions of classification procedures, Analyzing imbalanced data sets with machine-learning programs, Phases in the operation of classification algorithms, Advantages and disadvantages of common classification algorithms, What is the best algorithm for classification?, Automated analytics—Is it the wave of the future?;Academic Press;;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
DEBOCK201112293;An empirical evaluation of rotation-based ensemble classifiers for customer churn prediction;Koen W. {De Bock} and Dirk Van den Poel;Expert Systems with Applications;2011;Science@Direct;12293 - 12301;38;;article;https://doi.org/10.1016/j.eswa.2011.04.007;http://www.sciencedirect.com/science/article/pii/S0957417411005239;;;CRM, Database marketing, Customer churn prediction, Ensemble classification, Rotation-based ensemble classifiers, RotBoost, Rotation Forest, ICA, AUC, Lift;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
ESHGHI2019382;Introducing a new method for the fusion of fraud evidence in banking transactions with regards to uncertainty;Abdollah Eshghi and Mehrdad Kargari;Expert Systems with Applications;2019;Science@Direct;382 - 392;121;;article;https://doi.org/10.1016/j.eswa.2018.11.039;http://www.sciencedirect.com/science/article/pii/S0957417418307590;;;Fraud detection, IFS, DST, Uncertainty, Evidential reasoning;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
LESSMANN2019;Targeting customers for profit: An ensemble learning framework to support marketing decision-making;Stefan Lessmann and Johannes Haupt and Kristof Coussement and Koen W. {De Bock};Information Sciences;2019;Science@Direct;;;;article;https://doi.org/10.1016/j.ins.2019.05.027;http://www.sciencedirect.com/science/article/pii/S0020025519304268;;;Profit analytics, Marketing decision support, Machine learning, Business value;;0020-0255;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
GILL2019100118;Transformative effects of IoT, Blockchain and Artificial Intelligence on cloud computing: Evolution, vision, trends and open challenges;Sukhpal Singh Gill and Shreshth Tuli and Minxian Xu and Inderpreet Singh and Karan Vijay Singh and Dominic Lindsay and Shikhar Tuli and Daria Smirnova and Manmeet Singh and Udit Jain and Haris Pervaiz and Bhanu Sehgal and Sukhwinder Singh Kaila and Sanjay Misra and Mohammad Sadegh Aslanpour and Harshit Mehta and Vlado Stankovski and Peter Garraghan;Internet of Things;2019;Science@Direct;100118;8;;article;https://doi.org/10.1016/j.iot.2019.100118;http://www.sciencedirect.com/science/article/pii/S2542660519302331;;;Cloud computing, Quality of Service, Cloud applications, Cloud paradigms and technologies, IoT, Blockchain, Artificial Intelligence;;2542-6605;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
2017601;Index;;;2017;Science@Direct;601 - 621;;;incollection;https://doi.org/10.1016/B978-0-12-804291-5.00027-1;;;;;Morgan Kaufmann;;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
SHUKLA2020103625;A bibliometric analysis and cutting-edge overview on fuzzy techniques in Big Data;Amit K. Shukla and Pranab K. Muhuri and Ajith Abraham;Engineering Applications of Artificial Intelligence;2020;Science@Direct;103625;92;;article;https://doi.org/10.1016/j.engappai.2020.103625;http://www.sciencedirect.com/science/article/pii/S0952197620300877;;;Big data, Fuzzy sets, Type-2 fuzzy sets, Bibliometric study, Web of science, Scopus;;0952-1976;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
LESSMANN2009520;A reference model for customer-centric data mining with support vector machines;Stefan Lessmann and Stefan Voß;European Journal of Operational Research;2009;Science@Direct;520 - 530;199;;article;https://doi.org/10.1016/j.ejor.2008.12.017;http://www.sciencedirect.com/science/article/pii/S0377221708010515;;;Marketing, Data mining, Customer relationship management, Support vector machines;;0377-2217;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
KIM2019214;Champion-challenger analysis for credit card fraud detection: Hybrid ensemble and deep learning;Eunji Kim and Jehyuk Lee and Hunsik Shin and Hoseong Yang and Sungzoon Cho and Seung-kwan Nam and Youngmi Song and Jeong-a Yoon and Jong-il Kim;Expert Systems with Applications;2019;Science@Direct;214 - 224;128;;article;https://doi.org/10.1016/j.eswa.2019.03.042;http://www.sciencedirect.com/science/article/pii/S0957417419302167;;;Credit card fraud detection, Deep learning, Hybrid ensemble, Model evaluation, Class imbalance;;0957-4174;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
PARK201715;A deep learning-based sports player evaluation model based on game statistics and news articles;Young Joon Park and Hyung Seok Kim and Donghwa Kim and Hankyu Lee and Seoung Bum Kim and Pilsung Kang;Knowledge-Based Systems;2017;Science@Direct;15 - 26;138;;article;https://doi.org/10.1016/j.knosys.2017.09.028;http://www.sciencedirect.com/science/article/pii/S095070511730446X;;;Sports player evaluation, Deep neural network, Sentence polarity, Baseball;;0950-7051;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
KERAMATI2014994;Improved churn prediction in telecommunication industry using data mining techniques;A. Keramati and R. Jafari-Marandi and M. Aliannejadi and I. Ahmadian and M. Mozaffari and U. Abbasi;Applied Soft Computing;2014;Science@Direct;994 - 1012;24;;article;https://doi.org/10.1016/j.asoc.2014.08.041;http://www.sciencedirect.com/science/article/pii/S1568494614004062;;;Telecommunication, Churn prediction, ANN, KNN, SVM, Decision tree;;1568-4946;;;;44069,72066;44069,72066;sobreiro;;Unclassified;
DELEN2020575;Development of a Bayesian Belief Network-based DSS for predicting and understanding freshmen student attrition;Dursun Delen and Kazim Topuz and Enes Eryarsoy;European Journal of Operational Research;2020;Science@Direct;575 - 587;281;;article;https://doi.org/10.1016/j.ejor.2019.03.037;http://www.sciencedirect.com/science/article/pii/S0377221719302954;;;Student retention, Prediction, Elastic net, Bayesian Belief Network (BBN), Imbalance data;;0377-2217;;Featured Cluster: Business Analytics: Defining the field and identifying a research agenda;;44069,72066;44069,72066;sobreiro;;Unclassified;
